"","game_id","home_team","winning_team","losing_team","diff_abs","week"
"238",2016122500,"PIT",19,8,1.5,16
"239",2016122501,"KC",7,1,20.5,16
"240",2016122600,"DAL",12,22,18.5,16
"241",2017010100,"ATL",2,6,3.5,17
"242",2017010101,"CIN",31,8,14.5,17
"243",2017010102,"DET",30,22,9.5,17
"244",2017010103,"IND",13,10,1.5,17
"245",2017010104,"MIA",21,29,23.5,17
"246",2017010105,"MIN",27,28,24.5,17
"247",2017010106,"NYJ",5,17,17.5,17
"248",2017010107,"PHI",4,12,11.5,17
"249",2017010108,"PIT",19,23,0.5,17
"250",2017010109,"TB",18,32,2.5,17
"251",2017010110,"TEN",3,9,3.5,17
"252",2017010111,"WAS",20,15,11.5,17
"253",2017010112,"DEN",1,26,15.5,17
"254",2017010113,"LA",14,24,39.5,17
"255",2017010114,"LAC",7,25,12.5,17
"256",2017010115,"SF",11,16,4.5,17
